SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
514167,GANESH ECOSP,B ,Q,392.00,393.50,387.00,387.50,387.00,391.85,43,899,350552.00,
514171,CEETA IND.  ,XT,Q,12.90,13.20,12.54,13.20,13.20,13.20,6,460,5810.00,
514175,VARDHMAN POL,B ,Q,35.50,35.75,34.80,35.05,34.80,35.45,24,4353,152783.00,
514183,BLA ROS IND ,X ,Q,41.50,43.50,39.25,40.35,40.35,42.95,364,106527,4363300.00,
514211,SUMEET INDS.,B ,Q,32.10,33.60,31.90,32.90,32.90,32.10,941,210864,6940383.00,
514215,BINNY LTD.  ,X ,Q,268.00,272.85,255.00,257.30,256.00,259.95,102,9643,2485196.00,
514221,KLIFESTYLE  ,XT,Q,0.19,0.19,0.19,0.19,0.19,0.19,4,269,51.00,
514234,SANGAM INDIA,B ,Q,191.00,195.00,191.00,191.95,192.00,192.75,28,525,101337.00,
514264,SEASONS TEXT,X ,Q,21.75,25.74,21.75,25.37,25.45,21.49,159,40577,991444.00,
514266,ZENITH FIBRE,XT,Q,120.85,120.85,118.05,120.00,120.00,120.85,3,209,24694.00,
514272,BHILWARA SP.,X ,Q,9.70,9.70,8.80,9.50,9.50,9.24,6,1501,13928.00,
514274,AARVEE DENIM,B ,Q,45.50,46.75,45.00,46.15,46.00,45.50,74,10673,490045.00,
514286,ASHIMA LTD. ,B ,Q,32.20,32.35,30.95,31.10,31.05,31.85,286,66821,2122457.00,
514300,PIONEER EMB ,B ,Q,40.60,40.60,39.20,40.00,39.80,40.80,31,6057,242377.00,
514302,VIPPY SPIN. ,X ,Q,46.10,47.90,46.10,47.10,47.10,46.10,5,1032,47608.00,
514312,JAY HIND SYN,XT,Q,2.90,2.90,2.80,2.80,2.80,2.78,2,357,1015.00,
514316,RAGHUVIR SYN,XT,Q,136.50,136.50,136.50,136.50,136.50,132.30,2,150,20475.00,
514318,JATTAINDUS  ,P ,Q,36.95,36.95,36.85,36.90,36.85,36.30,3,500,18445.00,
514322,KAMADGIRI   ,X ,Q,107.50,120.00,99.10,117.45,117.45,102.45,179,14330,1598631.00,
514326,PATSPIN INDI,B ,Q,29.15,29.70,29.05,29.45,29.45,30.00,15,7533,219720.00,
514330,OVERSEAS SYN,XT,Q,8.85,8.85,8.85,8.85,8.85,9.00,3,50000,442500.00,
514348,WINSOME YRN ,B ,Q,2.12,2.12,2.04,2.04,2.04,2.08,11,8000,16720.00,
514354,PREMIER POLY,B ,Q,41.50,41.50,41.50,41.50,41.50,40.60,1,100,4150.00,
514394,AJIL        ,X ,Q,71.80,81.75,69.35,81.75,81.75,68.15,459,71818,5532189.00,
514412,SARUPINDUS  ,X ,Q,70.30,75.45,70.25,75.45,75.45,70.75,4,101,7102.00,
514418,MANORG      ,X ,Q,164.00,170.00,160.00,166.30,166.30,167.05,123,9152,1516613.00,
514428,HINDU.ADHESI,X ,Q,79.55,82.00,79.15,79.75,79.75,79.65,23,1721,138968.00,
514442,SRI KPR IND ,XT,Q,28.25,28.30,26.75,26.75,26.75,27.00,4,1100,30945.00,
514450,MAHA.RUBTECH,X ,Q,53.00,55.50,52.65,54.25,54.20,54.20,45,7348,394291.00,
514460,OSWAL YARNS ,XT,Q,5.17,5.17,5.17,5.17,5.17,4.93,1,16,82.00,
514470,WIMSOME TEXT,B ,Q,65.10,67.00,62.25,63.00,62.95,64.95,70,26389,1709343.00,
514474,FAIRDEAL FIL,X ,Q,41.20,46.80,40.10,40.90,40.90,43.15,89,14187,586922.00,
515018,REG.CERAMIC ,T ,Q,5.35,5.35,5.21,5.23,5.23,5.10,17,4907,26013.00,
515030,ASAHI IN.GLA,B ,Q,371.25,373.80,366.85,367.95,368.00,373.20,67,2148,794174.00,
515037,MURD.CERAM  ,B ,Q,47.45,48.95,46.50,47.90,47.90,46.20,1340,199822,9557786.00,
515043,SAINT-GOBAIN,XT,Q,60.40,60.40,58.80,59.30,59.40,59.30,187,28135,1664646.00,
515055,ANANTRAJ    ,B ,Q,60.50,62.70,59.60,60.75,60.75,60.20,1815,444337,27210996.00,
515085,RESTILE CER.,X ,Q,7.85,7.85,6.82,7.06,7.06,7.27,44,4842,36044.00,
515093,MADHAV MARB.,B ,Q,66.80,67.65,65.00,65.25,65.05,67.65,94,12403,813921.00,
515127,RAMMAICA (I),P ,Q,22.50,22.50,22.50,22.50,22.50,22.50,3,400,9000.00,
515145,HIND.NAT.GLS,B ,Q,175.00,175.00,162.50,168.25,168.95,174.20,30,6569,1107808.00,
515147,HALDYN GLASS,X ,Q,42.30,43.40,41.75,42.00,41.90,42.80,323,61196,2588566.00,
516003,SARDA PLY.  ,ST,Q,156.40,158.75,144.00,154.45,156.00,151.20,38,3317,515630.00,
516007,MANGALAM TIM,B ,Q,34.55,35.60,34.50,34.80,34.80,35.65,38,6977,245103.00,
516016,SHREYANS IND,B ,Q,212.00,212.00,196.00,199.35,199.35,210.35,603,28780,5794524.00,
516020,AGIO PAPER  ,X ,Q,6.30,6.30,5.70,5.70,6.25,6.00,8,3101,17771.00,
516022,STAR PAPER  ,B ,Q,284.40,286.40,260.00,261.70,261.70,280.85,4548,199375,53995654.00,
516030,YASH PAPERS ,X ,Q,54.25,55.80,52.50,54.00,54.00,54.75,1248,386732,20998324.00,
516064,ARROWGREEN  ,B ,Q,481.30,489.40,481.30,487.35,486.00,485.00,87,2084,1014024.00,
516072,VISHNU CHEM ,T ,Q,364.50,372.00,361.00,361.00,361.00,360.20,21,852,312572.00,
516078,JUMBO BAG   ,Z ,Q,13.75,13.75,12.62,13.75,13.75,13.10,10,2001,26956.00,
516082,N.R.AGARWAL ,B ,Q,480.00,484.70,449.25,460.10,460.10,476.95,930,29637,13798585.00,
516086,SH.RAJES.PAP,XT,Q,16.73,16.73,15.21,16.69,16.70,15.94,20,10804,179167.00,
516092,PUDMJEE IND ,T ,Q,13.05,13.05,13.01,13.01,13.01,13.69,10,4301,56036.00,
516096,SANGAL PAPER,XT,Q,102.60,102.60,100.00,100.00,100.00,101.70,4,151,15102.00,
516098,VENTURA TEXL,XT,Q,2.29,2.29,2.29,2.29,2.29,2.40,2,12,27.00,
516106,SH.KARTHIK P,X ,Q,21.50,21.75,20.45,20.60,20.45,21.35,116,33137,700196.00,
516108,S.I.PAPER   ,XT,Q,133.00,134.30,129.00,134.30,134.30,127.95,141,48812,6538393.00,
516110,SCANDENT    ,XT,Q,10.60,10.60,10.60,10.60,10.60,10.90,2,1200,12720.00,
517015,VINDHYA TELE,B ,Q,1364.05,1373.80,1322.50,1337.95,1330.00,1348.75,145,889,1196701.00,
517035,RUTTONSHA IN,XT,Q,55.85,56.70,54.50,54.65,54.65,54.00,28,3229,182114.00,
517041,ADORWELDING ,B ,Q,497.75,497.90,486.55,488.75,488.75,490.65,47,614,302480.00,
517059,SALZER ELEC ,B ,Q,233.50,245.00,229.10,233.85,233.85,232.70,2201,89509,21445722.00,
517063,JETINFOTRAN ,X ,Q,55.00,55.00,54.10,54.15,54.15,54.35,5,235,12807.00,
517080,HIGHGROUND  ,B ,Q,19.95,19.95,18.43,18.43,18.43,19.39,452,253947,4789763.00,
517096,APLAB LTD.  ,ST,Q,25.20,25.20,25.20,25.20,25.20,24.00,8,1054,26560.00,
517119,PCS TECH    ,X ,Q,28.00,29.50,27.50,28.50,28.50,28.65,38,2685,75849.00,
517140,MOSER BEAR  ,B ,Q,4.25,4.25,4.06,4.14,4.10,4.15,102,153942,632829.00,
517146,USHA MART.LT,B ,Q,23.20,23.35,21.90,22.30,22.30,23.20,227,97991,2211220.00,
517164,ZENITH COMP.,XT,Q,1.96,1.96,1.96,1.96,1.96,1.96,1,50,98.00,
517166,SPEL SEMICON,XT,Q,14.90,14.95,14.50,14.65,14.95,15.10,106,27811,408944.00,
517168,SUBROS LTD. ,B ,Q,259.00,261.85,253.95,257.90,259.00,256.45,529,20244,5218169.00,
517174,HONEYWELL   ,B ,Q,18745.85,21899.00,18593.45,20004.20,20004.20,18440.80,1049,1876,38277590.00,
517206,LUMAX IND   ,B ,Q,2156.00,2178.00,2100.00,2108.65,2100.00,2168.85,238,863,1838629.00,
517214,SPICEMOBI   ,B ,Q,23.50,23.65,22.55,22.70,22.80,22.95,62,33255,771270.00,
517224,SUJANA INDUS,T ,Q,0.90,0.93,0.86,0.87,0.86,0.90,36,80792,71645.00,
517228,TREND ELECT ,X ,Q,9.98,9.98,9.98,9.98,9.98,10.50,2,101,1007.00,
517230,PREM.AU.ELEC,T ,Q,8.20,8.20,7.80,7.80,7.80,8.20,2,902,7036.00,
517236,CALCOM VISIO,XT,Q,9.83,9.83,9.83,9.83,9.83,9.83,4,2100,20643.00,
517258,PRECISION EL,ST,Q,34.35,37.80,34.30,34.30,34.30,36.10,15,4344,150231.00,
517264,FINELINE CI ,XT,Q,14.00,14.68,14.00,14.68,14.68,14.68,3,200,2868.00,
517271,HBL P SYS   ,B ,Q,70.45,73.20,67.55,70.05,70.05,69.40,9528,1878465,132151087.00,
517288,GUJARATPOLY ,XT,Q,9.18,9.18,8.73,8.73,8.73,9.18,5,1333,11677.00,
517300,GUJ.IND.POW.,B ,Q,134.80,134.80,131.30,132.20,132.20,133.95,142,7739,1025088.00,
517330,CMI LTD.    ,B ,Q,256.00,265.60,256.00,262.25,262.05,258.20,1280,37773,9822702.00,
517334,MOTHERSON SS,A ,Q,382.00,385.85,374.85,376.70,376.70,378.70,2034,156478,59569325.00,
517344,MINDTECK (I),B ,Q,75.25,75.25,72.05,72.45,73.00,72.85,36,2027,148782.00,
517354,HAVELLSINDIA,A ,Q,539.00,552.40,535.95,546.75,546.75,537.30,4243,115366,63071924.00,
517356,ACI INFOCOM ,X ,Q,9.70,9.95,9.50,9.64,9.70,9.40,124,505376,4946783.00,
517370,INCAP LTD.  ,XT,Q,83.00,83.00,78.00,80.35,81.90,82.00,21,1287,102468.00,
517372,GUJ.INTRUX  ,XT,Q,97.75,102.50,97.75,102.50,102.50,102.35,17,349,34825.00,
517380,IGARSHI MOT ,B ,Q,856.45,872.05,850.00,867.20,871.50,856.45,181,1573,1350936.00,
517385,SYMPHONY    ,A ,Q,1603.00,1625.00,1595.70,1602.65,1610.00,1602.00,78,550,885405.00,
517399,VXL INSTRUM.,XT,Q,8.00,8.00,8.00,8.00,8.00,8.10,1,500,4000.00,
517415,LEE&NEE SOFT,XT,Q,3.11,3.39,3.11,3.11,3.11,3.25,4,957,3116.00,
517417,PATEL AIRTEM,X ,Q,186.20,188.70,185.00,186.00,186.00,185.80,83,12237,2280064.00,
517421,BFLYGANDHI  ,T ,Q,509.50,509.50,484.05,484.25,484.25,509.50,161,8173,3994520.00,
517437,DUTRON POLY.,XT,Q,141.95,142.00,140.00,142.00,142.00,141.50,10,1011,143510.00,
517447,R.S.SOFTWARE,B ,Q,83.45,85.45,82.00,83.20,83.20,82.80,1273,117176,9810110.00,
517449,MAGNA ELECTR,X ,Q,225.50,234.00,225.50,230.90,229.00,230.10,86,6246,1440366.00,
517467,MARSONS     ,X ,Q,5.34,5.34,4.90,5.02,5.00,5.14,178,178654,891242.00,
517477,ELNET TECH. ,X ,Q,188.00,201.00,183.60,194.80,194.80,183.60,716,96940,18982251.00,
517481,APTL        ,XT,Q,5.74,5.74,5.74,5.74,5.74,5.85,10,3992,22914.00,
517494,ACCEL TRANS ,XT,Q,3.20,3.25,3.04,3.04,3.04,3.20,9,3390,10804.00,
517498,WEBELSOLAR  ,B ,Q,107.00,112.10,104.00,110.15,110.15,105.80,1104,105532,11501163.00,
517500,ROTO PUMPS  ,X ,Q,114.00,114.80,110.65,110.90,110.80,113.80,271,20654,2321640.00,
517506,TTK PRESTIGE,A ,Q,7400.00,7499.95,7314.95,7417.30,7499.95,7352.25,91,172,1269877.00,
517514,DHINDIA     ,X ,Q,30.00,30.50,28.95,30.40,29.50,30.55,43,5913,176107.00,
517518,LEEL        ,B ,Q,266.30,266.85,263.20,264.55,265.55,267.75,218,15045,3985704.00,
517522,RAJ GLO WIR ,X ,Q,669.00,672.00,665.00,668.30,665.00,670.75,73,2013,1344273.00,
517530,SURANATP    ,T ,Q,6.50,6.54,6.21,6.28,6.25,6.50,18,17091,109889.00,
517536,ONWARD TECHN,B ,Q,137.55,143.40,137.55,140.10,140.10,136.85,452,31501,4395554.00,
517544,CENTUM ELEC ,B ,Q,635.00,635.00,625.10,626.20,632.20,630.10,32,1590,998754.00,
517546,ALFA TRANSFO,X ,Q,31.00,31.85,30.00,30.00,30.00,30.50,4,101,3187.00,
517548,STARLITE COM,X ,Q,56.50,57.55,55.25,56.85,57.00,56.00,164,95382,5373481.00,
517554,NHCFOODS    ,X ,Q,15.70,16.70,14.81,15.94,15.94,15.67,392,142288,2307054.00,
517556,PVP VENT LTD,B ,Q,5.34,5.40,5.20,5.30,5.30,5.28,87,41878,223478.00,
517562,TRIGYN TECH ,B ,Q,129.00,146.60,121.20,140.30,140.30,128.15,4271,326039,44764663.00,
517569,KEI INDUST. ,B ,Q,403.00,423.45,390.00,393.15,393.15,407.45,7094,442511,180388384.00,
517571,IMPPOWERS   ,T ,Q,105.15,107.75,104.55,104.85,104.85,106.00,43,8698,913787.00,
518011,KEERTHI     ,XT,Q,181.20,181.20,181.20,181.20,181.20,190.70,31,4745,859794.00,
518029,GUJ.SIDH.CEM,T ,Q,34.90,34.90,33.50,33.85,33.90,33.90,19,2566,87592.00,
518091,ANJANI PORTL,B ,Q,234.55,234.55,229.60,230.70,233.95,234.50,18,1821,422831.00,
519003,MODINATURAL ,X ,Q,136.00,136.00,136.00,136.00,136.00,135.85,3,400,54400.00,
519031,SHAH FOOD(P),X ,Q,108.00,108.90,99.00,105.00,105.00,104.00,12,214,21806.00,
519091,TASTY BITE  ,B ,Q,6649.00,6649.50,6600.00,6649.50,6649.50,6600.00,24,75,496639.00,
519097,RITESH INTER,XT,Q,4.21,4.21,4.21,4.21,4.21,4.20,2,60,252.00,
519105,AVT NATURAL ,B ,Q,46.35,48.35,46.20,47.45,47.45,46.20,622,65890,3132178.00,
519126,HIND.FOODS  ,SS,Q,350.00,350.00,309.90,315.45,325.00,344.30,32,1425,451380.00,
519136,NAHAR INDUST,B ,Q,99.00,99.05,98.20,98.95,98.80,100.20,11,1524,150818.00,
519152,VADILAL ENT ,XT,Q,840.00,855.00,830.00,854.95,855.00,850.00,12,324,274274.00,
519156,VADILAL IND ,B ,Q,995.00,1009.85,990.00,991.90,991.90,997.90,237,1883,1876609.00,
519183,ADF FOODS LT,B ,Q,310.45,318.90,309.00,311.80,311.80,311.60,2271,139053,43399971.00,
519214,WILLIAM.FIN.,XT,Q,37.35,37.35,37.05,37.05,37.05,38.95,2,40,1489.00,
519216,AJANTA SOYA ,X ,Q,70.50,71.00,69.00,70.10,70.50,69.80,64,7297,511213.00,
519224,WILLIAM.MAGO,T ,Q,90.95,90.95,87.30,87.30,87.30,88.10,13,1040,91940.00,
519248,JVL AGRO    ,B ,Q,25.55,26.20,25.05,25.15,25.30,25.80,285,54548,1389351.00,
519260,SANWARIA    ,T ,Q,19.85,19.85,18.90,18.90,18.90,19.85,1106,490567,9334920.00,
519279,MADHUR IND  ,X ,Q,9.30,9.30,8.42,8.90,8.90,8.86,26,20150,173440.00,
519285,TARAI FOODS ,ST,Q,5.75,5.75,5.75,5.75,5.75,5.82,2,200,1150.00,
519287,MODERN DAIRI,ST,Q,9.40,9.78,9.13,9.35,9.35,9.57,19,9142,84914.00,
519295,BAMBINO AGRO,XT,Q,240.00,247.00,234.00,237.00,242.00,240.80,32,2111,500444.00,
519307,VIKAS WSP   ,ST,Q,12.15,12.90,12.15,12.73,12.65,12.59,169,202359,2556072.00,
519359,POONA DAL   ,X ,Q,59.85,61.25,56.05,61.25,61.20,58.35,52,4397,267200.00,
519383,ANIK INDS   ,B ,Q,51.05,51.05,49.10,49.85,49.10,51.50,34,3196,159764.00,
519415,KMGMILK     ,P ,Q,25.75,25.75,25.75,25.75,25.75,27.10,1,100,2575.00,
519421,KSE LIMITED ,XT,Q,2124.95,2148.90,2071.10,2129.75,2130.00,2125.00,61,1176,2477352.00,
519455,NARBADA     ,XT,Q,27.45,28.20,27.45,28.20,28.20,28.00,10,287,7988.00,
519457,VIRAT CRANE ,XT,Q,49.90,49.90,46.25,47.25,47.25,47.85,14,924,43694.00,
519475,CHORDIA FOOD,X ,Q,117.55,123.50,117.55,123.50,123.50,123.00,5,62,7399.00,
519483,TAI INDUST. ,ST,Q,16.00,16.65,16.00,16.65,16.65,16.65,2,300,4930.00,
519491,OCEAN AGRO  ,ST,Q,23.75,23.75,23.75,23.75,23.75,25.00,1,30,712.00,
519494,N K INDUST. ,T ,Q,51.00,51.00,48.10,48.55,48.55,50.30,11,987,48057.00,
519532,ASIAN TEA   ,X ,Q,16.75,17.90,16.65,17.50,17.70,17.95,20,1974,33467.00,
519552,HERITGFOOD  ,B ,Q,788.45,789.15,755.00,761.00,759.95,780.40,243,5678,4354788.00,
519560,NEHA INTER. ,X ,Q,7.54,7.65,7.20,7.49,7.60,7.19,52,41638,308689.00,
519566,SIMRAN FARMS,XT,Q,135.80,135.80,135.80,135.80,135.80,129.35,3,400,54320.00,
519570,LAKSHMI OVER,B ,Q,31.70,31.70,30.50,30.75,30.75,31.35,241,43618,1349403.00,
519588,DFM FOODS   ,B ,Q,1995.00,2032.15,1975.05,1984.20,1984.20,2008.05,21,36,71990.00,
519600,CCL PRODUCTS,B ,Q,310.30,312.90,308.00,310.00,310.00,311.90,52,1318,410008.00,
519602,KELLTONTEC  ,T ,Q,108.50,109.90,104.60,105.10,104.60,108.40,114,10983,1168508.00,
519612,MAHAAN FOODS,X ,Q,17.05,17.05,17.00,17.00,17.00,17.85,2,9,153.00,
520008,RICO AUTO   ,B ,Q,96.95,97.00,94.05,94.80,94.80,95.60,1530,189389,18088725.00,
520021,OMAX AUTOS. ,B ,Q,78.00,86.65,77.80,82.15,82.15,77.80,2266,180165,14991096.00,
520043,MUNJAL SHOWA,B ,Q,276.60,276.60,270.05,271.25,271.25,275.00,79,3537,963609.00,
520051,JAMNA AUTO  ,B ,Q,66.25,66.40,64.20,64.40,64.40,66.55,1876,446968,29111897.00,
520056,SUNDAR.CLAY ,B ,Q,5142.20,5350.00,5142.20,5210.30,5224.00,5220.00,90,295,1548700.00,
520057,SONA KOYO ST,B ,Q,110.20,110.45,108.30,108.45,108.30,110.40,72,4771,519262.00,
520059,MUNAUTO     ,B ,Q,82.15,84.80,81.40,83.35,83.10,81.85,257,17526,1459568.00,
520066,JAYBH.MARUTI,B ,Q,524.40,526.70,516.05,518.90,518.90,521.25,354,6230,3258355.00,
520073,RACLGEAR    ,X ,Q,68.30,69.90,66.50,67.60,67.50,68.30,136,19891,1348145.00,
520075,SAMKRG PIST.,X ,Q,342.00,347.85,335.00,343.75,343.75,339.95,97,4140,1415200.00,
520077,AMTEK AUTO  ,T ,Q,25.90,25.90,24.80,25.75,25.90,25.65,240,72623,1853401.00,
520086,SICAL LOG   ,B ,Q,221.05,228.10,218.70,219.60,219.60,224.70,192,9912,2193930.00,
520111,RATNAMNI MET,B ,Q,990.00,990.05,985.00,985.65,985.00,996.00,8,66,65273.00,
520113,VESUVIUS IND,B ,Q,1227.50,1227.50,1223.95,1223.95,1223.95,1223.95,15,119,145709.00,
520119,AUTOMOTIVE S,B ,Q,82.00,83.00,82.00,82.40,82.40,83.45,11,702,58174.00,
520123,ABC INDIA   ,X ,Q,93.00,94.35,92.35,94.25,94.25,94.45,14,634,59653.00,
520127,BALURGHAT TE,XT,Q,5.93,5.93,5.64,5.93,5.93,5.93,17,32387,192041.00,
520151,SHREY SH LOG,B ,Q,581.25,581.25,569.25,572.05,572.05,582.80,63,890,509221.00,
520155,STARLOG     ,X ,Q,61.20,62.00,58.10,60.15,59.30,64.40,158,7695,460899.00,
521014,EUROTEX IND ,B ,Q,35.90,37.65,34.05,37.60,37.65,35.90,4,613,22662.00,
521016,INDO COUNT  ,A ,Q,114.65,115.65,113.20,113.95,113.95,114.40,418,52815,6032024.00,
521018,MARAL OVERS ,B ,Q,41.00,43.70,41.00,41.70,42.25,40.95,89,16133,688739.00,
521030,NAKODA      ,T ,Q,0.42,0.43,0.41,0.41,0.41,0.43,24,17097,7258.00,
521034,SOMA TEXTILE,T ,Q,16.25,17.00,16.25,16.25,16.25,17.10,105,42041,684189.00,
521038,TAM.JAI.MILL,XT,Q,4.20,4.57,4.20,4.57,4.57,4.36,2,101,461.00,
521062,OCTAVE      ,X ,Q,1.49,1.56,1.49,1.49,1.49,1.49,12,13216,20464.00,
521064,TRIDENT     ,B ,Q,92.65,93.35,87.90,88.20,88.20,91.45,1583,244640,22161417.00,
521068,HISAR SPIN. ,P ,Q,9.87,9.87,9.87,9.87,9.87,9.40,2,1300,12831.00,
521070,ALOK INDS.  ,T ,Q,3.40,3.45,3.17,3.19,3.19,3.33,317,701490,2267040.00,
521080,PASARI SPIN ,XT,Q,2.45,2.45,2.45,2.45,2.45,2.45,1,500,1225.00,
521082,SPENTEX INDS,T ,Q,4.82,5.25,4.82,5.19,5.19,5.07,25,34846,178302.00,
521097,AMARJOTHI SP,X ,Q,170.50,174.45,169.00,169.15,169.15,173.40,143,9354,1607882.00,
521105,OLYMPIA IND.,XT,Q,257.00,275.00,250.00,262.00,262.00,262.50,38,1885,486149.00,
521109,NAGREEKA EXP,T ,Q,47.10,48.00,46.00,47.90,47.50,48.35,41,4435,208363.00,
521113,SUDITI IND. ,X ,Q,71.50,72.50,70.75,71.10,70.75,72.75,7,1042,74335.00,
521131,SBFL        ,X ,Q,7.06,7.06,7.06,7.06,7.06,7.42,3,3700,26122.00,
521141,ADITYA SPIN.,XT,Q,8.76,8.76,8.76,8.76,8.76,8.76,1,10,87.00,
521149,PRIME URBAN ,X ,Q,20.50,22.50,20.35,21.75,21.75,21.65,30,5802,123961.00,
521163,ZODIAC CLOTH,B ,Q,221.00,222.80,219.00,221.35,221.35,225.75,20,1327,293946.00,
521167,FRONT BUSS  ,X ,Q,7.01,7.69,7.00,7.41,7.41,7.21,66,514313,3817569.00,
521180,SUPER SPIN. ,T ,Q,20.30,20.30,18.90,19.35,19.40,19.85,139,31950,614757.00,
521182,SEASONS FUR.,X ,Q,6.71,6.72,6.71,6.72,6.72,6.40,4,1363,9145.00,
521194,SIL INVEST  ,T ,Q,514.10,514.10,465.30,469.20,465.30,489.75,197,5308,2509681.00,
521200,SURYLAK.COTT,B ,Q,90.20,90.20,88.20,88.20,88.20,88.25,3,700,61970.00,
521206,SAMTEX FASH.,X ,Q,6.25,6.25,5.60,5.89,5.95,5.90,81,34081,201122.00,
521216,DHAN ROTO SP,XT,Q,30.65,30.70,28.05,29.35,29.95,29.25,72,13221,394167.00,
521220,DAMOINDUS   ,B ,Q,130.55,130.55,124.75,128.60,128.00,128.15,44,2680,340282.00,
521228,TATIA GLOB  ,X ,Q,0.40,0.40,0.40,0.40,0.40,0.39,2,490,196.00,
521234,SRI NACHAMAI,X ,Q,19.00,19.00,19.00,19.00,19.00,19.95,1,225,4275.00,
521240,SAMBANDAM SP,X ,Q,145.10,153.00,143.50,152.00,152.20,155.35,86,6987,1024210.00,
521242,KANDAGIRI SP,X ,Q,33.90,38.95,33.90,38.85,38.80,37.05,8,319,11534.00,
521248,KITEX GARMEN,B ,Q,298.05,298.05,290.75,292.10,292.10,296.75,142,3875,1134515.00,
522001,CRANEX LTD. ,X ,Q,17.30,17.30,14.80,14.80,14.80,16.30,25,4905,82495.00,
522004,BATLIBOI LTD,X ,Q,30.25,31.90,29.50,30.95,30.95,30.00,465,146649,4537868.00,
522005,AUSTIN ENGG.,X ,Q,60.05,66.00,60.05,65.50,65.00,61.75,25,2198,139825.00,
522014,UNITED DRILL,Z ,Q,237.95,237.95,227.00,227.00,227.00,230.00,5,129,30208.00,
522017,FLUIDOMAT   ,X ,Q,192.80,195.90,189.00,192.05,191.70,192.80,36,1326,254310.00,
522029,WINDSOR MACH,B ,Q,99.00,99.35,92.10,92.80,92.80,98.85,259,21598,2064491.00,
522034,SHANTHI GEAR,B ,Q,143.65,143.65,136.25,137.80,137.95,141.30,92,6146,853218.00,
522064,HONDA SIEL  ,B ,Q,1330.10,1347.00,1327.35,1342.55,1342.90,1325.20,135,614,820380.00,
522073,HITECHGEAR  ,B ,Q,526.00,563.50,522.00,542.85,542.85,528.45,1696,30870,16875169.00,
522074,ELGI EQUIP  ,B ,Q,269.20,269.20,263.35,263.80,263.80,266.50,184,4489,1186478.00,
522085,STONE INDIA ,XT,Q,62.00,62.00,59.10,59.55,59.40,62.15,86,10877,662651.00,
522101,KILBURN ENGG,X ,Q,81.50,83.00,81.00,81.50,81.50,81.75,57,9885,808904.00,
522105,BIRLA PRETEC,XT,Q,7.50,7.79,7.31,7.31,7.31,7.69,47,42524,314429.00,
522108,YUKEN INDIA ,X ,Q,2970.00,3030.00,2970.00,3023.70,3023.70,2964.55,184,3320,9989850.00,
522113,TIMKEN (I)  ,B ,Q,875.00,884.90,863.00,869.35,863.15,873.15,57,498,435488.00,
522122,VOITH PAPER ,XT,Q,800.00,803.00,792.00,803.00,803.00,808.30,9,66,52531.00,
522134,ARTSON ENG  ,X ,Q,83.00,84.90,82.50,82.85,82.85,83.65,65,10004,836975.00,
522152,SOLITAIR MC ,X ,Q,54.55,55.95,53.55,54.05,55.50,56.75,44,9623,521795.00,
522163,DIAMONPOWER ,B ,Q,18.20,18.50,17.65,17.80,17.80,18.10,118,41482,744549.00,
522165,INDSIL HYD  ,X ,Q,150.00,155.00,147.80,150.45,155.00,151.05,66,12006,1804191.00,
522183,ITL INDUSTRS,X ,Q,228.00,241.95,226.00,227.15,226.25,237.85,164,9928,2258543.00,
522195,FRONTIER SPR,X ,Q,216.35,216.35,203.00,203.85,204.00,216.85,107,8544,1755414.00,
522205,PRAJ IND.LTD,B ,Q,113.15,117.30,111.40,113.25,113.25,113.70,2830,419228,47936984.00,
522207,RASANDIK ENG,X ,Q,180.00,184.95,161.10,182.25,184.00,165.50,260,32348,5751962.00,
522209,YOGI SUNGWON,XT,Q,1.59,1.75,1.59,1.61,1.61,1.67,9,8310,14448.00,
522215,SWISS GLASS ,X ,Q,175.00,183.70,173.00,176.55,176.55,180.05,25,1475,264897.00,
522217,GUJ APOIND  ,B ,Q,240.70,240.70,232.15,235.40,236.00,237.85,90,5070,1190853.00,
522229,TANEJA AERO.,X ,Q,61.00,62.00,59.00,59.70,59.10,60.40,110,20355,1230204.00,
522231,CONART ENG. ,X ,Q,44.25,44.25,42.75,43.60,43.60,42.90,16,1411,61249.00,
522241,M.M.FORGINGS,B ,Q,980.40,1024.90,970.40,999.00,995.05,992.25,133,1902,1913435.00,
522249,MAYUR UNIQ. ,B ,Q,508.00,520.00,505.00,508.35,506.75,511.45,371,5373,2741238.00,
522251,CENLUB INDUS,X ,Q,71.40,82.05,65.20,78.95,78.95,68.40,604,120487,9135034.00,
522257,RAJOO ENGIN.,X ,Q,36.50,36.50,35.10,35.35,35.25,35.75,128,27442,981217.00,
522261,DOLPHIN OFF.,B ,Q,115.25,129.95,115.25,128.10,128.10,113.30,5419,500798,62471428.00,
522263,JMC PROJECTS,B ,Q,596.35,663.40,593.00,618.15,618.15,586.30,2348,48200,30395220.00,
522267,VEEJAY LAKSH,X ,Q,52.10,52.30,50.50,50.50,50.50,54.60,14,1421,73839.00,
522273,AHMED.STEEL ,XT,Q,27.60,27.60,27.00,27.00,27.00,27.70,4,305,8415.00,
522275,GET&D       ,A ,Q,400.00,403.95,395.35,399.95,399.95,401.55,402,9276,3721328.00,
